car_12486.png,-1
car_1459.png,-1
car_4454.png,-1
car_61640.png,-1
car_56273.png,-1
car_43756.png,1
car_41583.png,-1
car_19964.png,1
car_5222.png,-1
car_21544.png,-1
car_65130.png,1
car_26575.png,-1
car_32627.png,-1
car_62098.png,-1
car_55117.png,1
car_3141.png,-1
car_47841.png,-1
car_31024.png,-1
car_52151.png,1
car_63536.png,-1
car_27851.png,1
car_13614.png,1
car_38641.png,-1
car_57922.png,-1
car_51599.png,-1
car_66187.png,-1
car_47117.png,1
car_31283.png,1
car_54655.png,1
car_24183.png,-1
car_19517.png,-1
car_64914.png,-1
car_54460.png,1
car_26277.png,-1
car_43608.png,1
car_8888.png,-1
car_9738.png,-1
car_40488.png,-1
car_46415.png,-1
car_40356.png,-1
car_31557.png,1
car_15224.png,-1
car_31859.png,1
car_20922.png,-1
car_49270.png,1
car_33835.png,-1
car_33885.png,-1
car_38018.png,-1
car_29177.png,-1
car_56087.png,1
car_59364.png,1
car_57147.png,-1
car_52809.png,-1
car_18847.png,-1
car_32562.png,-1
car_46807.png,-1
car_1040.png,-1
car_13416.png,1
car_40901.png,-1
car_33822.png,-1
car_34484.png,1
car_5041.png,-1
car_35427.png,1
car_10394.png,-1
car_22111.png,1
car_32177.png,1
car_65029.png,-1
car_43309.png,-1
car_30871.png,1
car_66124.png,1
car_49480.png,-1
car_10371.png,-1
car_9717.png,-1
car_62066.png,1
car_53335.png,-1
car_57101.png,1
car_50837.png,-1
car_1561.png,1
car_40469.png,1
car_26097.png,1
car_36145.png,1
car_25510.png,-1
car_51976.png,-1
car_43114.png,1
car_10095.png,-1
car_18566.png,1
car_38877.png,1
car_38244.png,-1
car_38312.png,1
car_59729.png,1
car_50824.png,-1
